run_time,macro_month,gap_ma3,prev_gap_ma3,dyn_thr_p20,trend_signal,pe_asof,pe_pct_10y,valuation_weight,target_position,traded
2026-01-29 20:40:13,2025-12,-2240058.34,-2231563.14,-2259681.0513,-1,2025-12-31,0.7997,0.0007,0.0001,True
2026-01-29 21:02:34,2025-12,-3.2667,-2.1,-8.3333,-1,2025-12-31,0.7997,0.0007,0.0001,True
