dyn_window_months,dyn_quantile,pe_window_years,band,base_position,trend_sensitivity,cheap_threshold,expensive_threshold,max_weight,period_years,start_date,end_date,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,benchmark_return,benchmark_ann_return,benchmark_volatility,benchmark_sharpe,benchmark_max_dd,excess_return,num_trades,avg_position
36,0.1,5,0.03,0.5,0.3,0.2,0.85,1.2,10,2016-01-31,2026-01-31,0.355730352050621,0.031433789051300565,0.06888200101417263,0.1659909538479876,-0.13747604369238953,0.22864921194295829,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.018124617040932822,65,0.2624437704121883
36,0.1,5,0.03,0.5,0.3,0.2,0.85,1.2,20,2006-01-31,2026-01-31,0.38366997497256294,0.016508192612621153,0.09319915574898707,-0.03746608388581672,-0.3049690090910461,0.05413072187834261,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.061016847864832524,116,0.2785985685881325
36,0.1,5,0.03,0.5,0.3,0.25,0.75,1.2,10,2016-01-31,2026-01-31,0.33169871516048954,0.029559512728827952,0.06908010241285174,0.1383830132690928,-0.13890268824617114,0.21280734809423504,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.019998893363405434,60,0.24418819422171376
36,0.1,5,0.03,0.5,0.3,0.25,0.75,1.2,20,2006-01-31,2026-01-31,0.35884168042779163,0.015580600148680679,0.09038209095664256,-0.04889685339808485,-0.29424368513910426,0.0529513492917101,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.061944440328773,110,0.2611994352317445
36,0.1,5,0.03,0.5,0.3,0.25,0.8,1.2,10,2016-01-31,2026-01-31,0.3578636399810744,0.03159872298106148,0.07037570351940854,0.16481146760916893,-0.1394370382781266,0.2266164239521025,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.01795968311117191,62,0.25623735852755014
36,0.1,5,0.03,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.39821883371564337,0.01704442471784784,0.09285712197282556,-0.031829279427991575,-0.3012128880902304,0.0565859742121727,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.06048061575960584,113,0.27355597067804455
36,0.1,5,0.03,0.5,0.3,0.25,0.85,1.2,10,2016-01-31,2026-01-31,0.3756184520117787,0.03296246709178274,0.07199172700320738,0.1800549539699921,-0.13988218781469886,0.2356444920310221,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.016595939000450644,62,0.27533172797941036
36,0.1,5,0.03,0.5,0.3,0.25,0.85,1.2,20,2006-01-31,2026-01-31,0.4128960364307477,0.017580045215609408,0.09568818356988489,-0.02529000649932082,-0.3070115155005966,0.057261843051536115,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05994499526184427,114,0.28907667415555227
36,0.1,5,0.05,0.5,0.3,0.15,0.75,1.2,10,2016-01-31,2026-01-31,0.30028404436033784,0.027063057851282712,0.06258516441333724,0.1128551457440533,-0.13255223873994804,0.20416899864194116,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.022495348240950674,51,0.2187201952776022
36,0.1,5,0.05,0.5,0.3,0.15,0.75,1.2,20,2006-01-31,2026-01-31,0.32245219959153015,0.01419157654702885,0.0863912209909661,-0.06723395486653135,-0.28711105841606244,0.04942887475432364,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.06333346393042483,95,0.24198873753078434
36,0.1,5,0.05,0.5,0.3,0.15,0.8,1.2,10,2016-01-31,2026-01-31,0.3313046231220631,0.029528524260727718,0.0644580909923172,0.1478251079738528,-0.1334961037945127,0.2211939032031995,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.02002988183150567,52,0.23525039644558013
36,0.1,5,0.05,0.5,0.3,0.15,0.8,1.2,20,2006-01-31,2026-01-31,0.34759902730520054,0.015155265743480362,0.08858094213908983,-0.05469273795837975,-0.29211169788962454,0.05188174884118072,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.062369774733973316,94,0.25665383665077823
36,0.1,5,0.05,0.5,0.3,0.15,0.85,1.2,10,2016-01-31,2026-01-31,0.3421044211790343,0.0303747741631597,0.0662178814527353,0.15667632270242532,-0.13430459777748305,0.22616332326526062,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.019183631929073686,58,0.24829283793551796
36,0.1,5,0.05,0.5,0.3,0.15,0.85,1.2,20,2006-01-31,2026-01-31,0.3867445305559343,0.016621957238748042,0.09122017444560897,-0.037031750725999256,-0.29776448765877694,0.055822497066191336,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.060903083238705635,102,0.2681589057503977
