month_end,gap_ma3,prev_gap_ma3,dyn_thr,trend_signal,pe_pct,val_weight,target_position,traded
2018-11-30,-5.366666666666666,-4.633333333333333,-6.8,-1,0.2375898664840808,1.2,0.21573268620496547,False
2018-12-31,-6.133333333333333,-5.366666666666666,-6.8,-1,0.20130092434097913,1.2,0.21573268620496547,False
2019-01-31,-7.033333333333332,-6.133333333333333,-6.8,-1,0.2861054072553046,1.1212245659884261,0.21573268620496547,False
2019-02-28,-6.866666666666666,-7.033333333333332,-6.786666666666666,0,0.45619438740588636,0.7501213365689752,0.3750606682844876,True
2019-03-31,-6.0,-6.866666666666666,-6.766666666666666,1,0.43155373032169747,0.8038827702072056,0.6431062161657645,True
2019-04-30,-5.199999999999999,-6.0,-6.6866666666666665,1,0.4015748031496063,0.869291338582677,0.6954330708661417,True
2019-05-31,-4.8999999999999995,-5.199999999999999,-6.586666666666667,1,0.31200821074238794,1.0647093583802445,0.8517674867041957,True
2019-06-30,-4.933333333333333,-4.8999999999999995,-6.219999999999999,-1,0.4048596851471595,0.8621243233152884,0.1724248646630577,True
2019-07-31,-4.733333333333333,-4.933333333333333,-6.106666666666667,1,0.4069130732375086,0.8576442038454358,0.6861153630763487,True
2019-08-31,-4.633333333333333,-4.733333333333333,-6.073333333333333,1,0.38329911019849416,0.90916557774874,0.6861153630763487,False
2019-09-30,-4.933333333333333,-4.633333333333333,-6.013333333333334,-1,0.3938356164383562,0.8861768368617683,0.17723536737235368,True
2019-10-31,-4.966666666666666,-4.933333333333333,-5.493333333333333,-1,0.437863745292708,0.7901154648159099,0.17723536737235368,False
2019-11-30,-4.933333333333333,-4.966666666666666,-5.366666666666666,1,0.40260184868195825,0.8670505119666365,0.6936404095733093,True
2019-12-31,-4.699999999999999,-4.933333333333333,-5.286666666666666,1,0.563163300239644,0.5167346176589586,0.41338769412716686,True
2020-01-31,-5.8,-4.699999999999999,-5.286666666666666,-1,0.5154004106776181,0.6209445585215605,0.12418891170431211,True
2020-02-29,-5.566666666666666,-5.8,-5.286666666666666,0,0.3995207120849024,0.8737729918147583,0.43688649590737916,True
2020-03-31,-5.833333333333333,-5.566666666666666,-5.406666666666666,-1,0.21499486477233823,1.2,0.24,True
2020-04-30,-4.8999999999999995,-5.833333333333333,-5.2333333333333325,1,0.25539198904484767,1.1882356602657866,0.9505885282126294,True
2020-05-31,-4.999999999999999,-4.8999999999999995,-5.039999999999999,-1,0.2321917808219178,1.2,0.24,True
2020-06-30,-4.833333333333333,-4.999999999999999,-4.973333333333333,1,0.36519355943816373,0.9486685975894609,0.7589348780715688,True
2020-07-31,-4.2333333333333325,-4.833333333333333,-4.9399999999999995,1,0.5871873929427887,0.4643184153975521,0.3714547323180417,True
2020-08-31,-3.599999999999999,-4.2333333333333325,-4.933333333333333,1,0.6363947909527073,0.3569568197395477,0.28556545579163817,True
2020-09-30,-2.9999999999999996,-3.599999999999999,-4.933333333333333,1,0.5604245121533721,0.5227101553017337,0.418168124241387,True
2020-10-31,-2.1999999999999997,-2.9999999999999996,-4.933333333333333,1,0.6097978759849263,0.4149864523965245,0.3319891619172196,True
2020-11-30,-1.6333333333333329,-2.1999999999999997,-4.933333333333333,1,0.6915695681973955,0.23657548756931907,0.18926039005545525,True
2020-12-31,-1.1999999999999993,-1.6333333333333329,-4.933333333333333,1,0.7584789311408017,0.09059142296552371,0.07247313837241896,True
2021-01-31,1.0333333333333339,-1.1999999999999993,-4.933333333333333,1,0.7731782415326719,0.05852020029235232,0.07247313837241896,False
2021-02-28,0.36666666666666714,1.0333333333333339,-4.933333333333333,-1,0.775,0.05454545454545459,0.010909090909090919,True
2021-03-31,0.10000000000000024,0.36666666666666714,-4.933333333333333,-1,0.7431506849315068,0.12403486924034884,0.010909090909090919,False
2021-04-30,-2.2999999999999994,0.10000000000000024,-4.933333333333333,-1,0.7147260273972603,0.186052303860523,0.010909090909090919,False
2021-05-31,-2.1333333333333333,-2.2999999999999994,-4.933333333333333,1,0.7687564234326825,0.06816780341960198,0.010909090909090919,False
