dyn_window_months,dyn_quantile,pe_window_years,band,base_position,trend_sensitivity,cheap_threshold,expensive_threshold,max_weight,period_years,start_date,end_date,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,benchmark_return,benchmark_ann_return,benchmark_volatility,benchmark_sharpe,benchmark_max_dd,excess_return,num_trades,avg_position
60,0.2,10,0.1,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.5513760934602341,0.022388575676073996,0.10680435676749613,0.022364028475670886,-0.3094680156850117,0.07234536217423496,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05513646480137968,72,0.3154306093058174
60,0.2,5,0.08,0.5,0.3,0.25,0.85,1.2,20,2006-01-31,2026-01-31,0.5420038334622925,0.022076258172774477,0.09295283143402376,0.022336685615092496,-0.3050948630209752,0.07235866888803283,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.0554487823046792,81,0.2761679580713088
84,0.15,12,0.08,0.5,0.3,0.25,0.85,1.2,20,2006-01-31,2026-01-31,0.5533694279038426,0.02245476966498816,0.11051267395303802,0.022212562389281314,-0.305221708226602,0.07356871762318211,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.055070270812465516,82,0.3415578062999405
60,0.2,12,0.0,0.5,0.3,0.25,0.75,1.2,20,2006-01-31,2026-01-31,0.5490016977594436,0.022309622052298694,0.10455101585247645,0.022090861896144714,-0.28665499161782326,0.07782743264433549,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05521541842515498,239,0.31313160704454496
36,0.2,12,0.1,0.5,0.3,0.2,0.85,1.2,20,2006-01-31,2026-01-31,0.5483851537437701,0.022289101879366724,0.10460740622409388,0.021882789775543466,-0.3107286924614987,0.07173171457968429,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05523593859808695,75,0.3236158615186989
84,0.15,12,0.08,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.5488166866605484,0.022303465220972818,0.10795801404995577,0.02133667649635466,-0.2999665027266093,0.07435318616659103,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05522157525648086,85,0.33214877838110146
84,0.15,10,0.08,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.5476353542128325,0.02226413616159295,0.1068535444454369,0.021189153559141846,-0.2999665027266093,0.07422207466239848,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.055260904315860726,82,0.3155107415646479
48,0.25,12,0.1,0.5,0.3,0.2,0.85,1.2,20,2006-01-31,2026-01-31,0.5453634058971912,0.022188417992367038,0.10459216514830325,0.02092334535062007,-0.3107286924614987,0.0714076895075157,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05533662248508664,75,0.3207879177585995
36,0.2,12,0.08,0.5,0.3,0.25,0.85,1.2,20,2006-01-31,2026-01-31,0.5476856007745594,0.02226580955643631,0.10895993734552807,0.020794886741271643,-0.305221708226602,0.07294962630870862,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.055259230921017366,80,0.3353734798762355
36,0.1,12,0.05,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.5482123633269225,0.022283349577278733,0.10996405346733347,0.020764508994360022,-0.2989327458543539,0.07454301974710938,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.055241690900174945,99,0.33821138703616294
