month_end,gap_ma3,prev_gap_ma3,dyn_thr,trend_signal,pe_pct,val_weight,target_position,traded
2016-02-29,3.513333333333333,2.8266666666666667,-8.006666666666666,1,0.22688039457459927,1.2,0.96,True
2016-03-31,5.763333333333333,3.513333333333333,-8.006666666666666,1,0.2996300863131936,1.0917161753166684,0.96,False
2016-04-30,7.596666666666668,5.763333333333333,-8.006666666666666,1,0.26480263157894735,1.1677033492822966,0.96,False
2016-05-31,10.193333333333335,7.596666666666668,-8.006666666666666,1,0.2742200328407225,1.147156291983878,0.96,False
2016-06-30,11.580000000000004,10.193333333333335,-8.006666666666666,1,0.28348397699260475,1.1269440501979533,0.96,False
2016-07-31,13.29,11.580000000000004,-8.006666666666666,1,0.2962202136400986,1.099155897512512,0.96,False
2016-08-31,13.986666666666666,13.29,-8.006666666666666,1,0.33771569433032045,1.0086203032793009,0.8068962426234407,True
2016-09-30,14.116666666666665,13.986666666666666,-8.006666666666666,1,0.3157894736842105,1.0564593301435405,0.8068962426234407,False
2016-10-31,13.116666666666667,14.116666666666665,-8.006666666666666,-1,0.34991776315789475,0.9819976076555023,0.19639952153110046,True
2016-11-30,12.223333333333334,13.116666666666667,-8.006666666666666,-1,0.4009046052631579,0.8707535885167463,0.19639952153110046,False
2016-12-31,11.163333333333334,12.223333333333334,-8.006666666666666,-1,0.37335526315789475,0.9308612440191387,0.19639952153110046,False
2017-01-31,8.36,11.163333333333334,-8.006666666666666,-1,0.41947411668036155,0.8302382908792112,0.19639952153110046,False
2017-02-28,8.273333333333333,8.36,-8.006666666666666,-1,0.44330320460147904,0.778247553596773,0.19639952153110046,False
2017-03-31,7.833333333333333,8.273333333333333,-7.913333333333334,-1,0.46466721446179127,0.7316351684470009,0.19639952153110046,False
2017-04-30,9.479999999999999,7.833333333333333,-7.633333333333333,1,0.46710526315789475,0.7263157894736842,0.5810526315789474,True
2017-05-31,8.446666666666667,9.479999999999999,-7.406666666666666,-1,0.4991783073130649,0.6563382385896765,0.1312676477179353,True
2017-06-30,7.513333333333333,8.446666666666667,-7.34,-1,0.5410846343467544,0.5649062523343541,0.1312676477179353,False
2017-07-31,6.733333333333334,7.513333333333333,-7.333333333333332,-1,0.576417419884963,0.4878165384328081,0.1312676477179353,False
2017-08-31,5.900000000000001,6.733333333333334,-7.119999999999999,-1,0.6117502054231717,0.41072682453126175,0.1312676477179353,False
2017-09-30,5.600000000000001,5.900000000000001,-7.0666666666666655,-1,0.6146261298274446,0.4044520803764846,0.1312676477179353,False
2017-10-31,4.833333333333334,5.600000000000001,-7.039999999999999,-1,0.6437962202136401,0.3408082468066034,0.1312676477179353,False
2017-11-30,4.233333333333333,4.833333333333334,-6.953333333333332,-1,0.6437962202136401,0.3408082468066034,0.1312676477179353,False
2017-12-31,3.8000000000000007,4.233333333333333,-6.8,-1,0.6705012325390304,0.2825427653693883,0.1312676477179353,False
2018-01-31,4.550000000000002,3.8000000000000007,-6.8,1,0.7248459958932238,0.16397237259660258,0.1312676477179353,False
2018-02-28,3.2500000000000013,4.550000000000002,-6.8,-1,0.680082135523614,0.2616389770393878,0.1312676477179353,False
2018-03-31,1.650000000000001,3.2500000000000013,-6.8,-1,0.531006160164271,0.5868956505506814,0.1312676477179353,False
2018-04-30,-0.833333333333333,1.650000000000001,-6.8,-1,0.45932621199671325,0.7432882647344439,0.1312676477179353,False
2018-05-31,-1.4999999999999998,-0.833333333333333,-6.8,-1,0.45129469790382243,0.760811568209842,0.1312676477179353,False
2018-06-30,-1.9000000000000001,-1.4999999999999998,-6.8,-1,0.366885784716516,0.9449764697094195,0.1312676477179353,False
2018-07-31,-2.6666666666666665,-1.9000000000000001,-6.8,-1,0.3892314015618578,0.8962223965923102,0.1312676477179353,False
